epoch,lr,train_loss,val_loss,train_auroc,val_auroc,val_auprc,segundos
1,9.829629131445342e-05,0.5517506988494862,0.49755995611819503,0.7619739089920795,0.8249602332979851,0.7915524163948777,20.2
2,9.330127018922195e-05,0.40036859967348554,0.46477058268720817,0.8896114012268985,0.8488202545068929,0.8246418684788186,18.5
3,8.535533905932738e-05,0.3045015448319389,0.46014191510780134,0.9390214901382202,0.8638926143097748,0.8212388935778269,18.1
4,7.500000000000001e-05,0.22285054429131576,0.4446376616832112,0.9689817421183413,0.8852223816355811,0.851776412814919,17.8
5,6.294095225512605e-05,0.15596741489760146,0.5134654680943125,0.9849971851219134,0.884660969371842,0.8532532142971676,17.8
6,5.000000000000001e-05,0.11253047473702733,0.5019572407048667,0.9925446983227211,0.8895850227683861,0.8698237155992736,18.1
7,3.705904774487398e-05,0.07666359265660899,0.4858120470119949,0.9969975442615313,0.8915304722100929,0.8689739162587455,18.3
8,2.5000000000000018e-05,0.05503698626355571,0.4807882352896625,0.9986393947041466,0.8956942798328238,0.8685582969684468,18.2
9,1.4644660940672632e-05,0.0502925332876735,0.511160950087042,0.9989114186985558,0.8966416630278834,0.8717284073509077,18.2
10,6.698729810778067e-06,0.030969784949584064,0.4959636905926159,0.999760250038826,0.8986494916100056,0.8757809266325554,18.1
11,1.7037086855465907e-06,0.031181743022419963,0.5015157127081933,0.9998485789718901,0.8992459921402283,0.8734537237363363,18.1
12,0.0,0.03025598936016226,0.5027581715285363,0.9998177609100791,0.8991914103923648,0.8721865074400663,18.3
